timestamp,vantage_point,category,target,target_ip,protocol,port,num_hops,success,duration_seconds,hop_num,hop_ip,hop_rtt_avg
2025-10-13T17:59:09.614082,cht-mobile,universities,nccu.edu.tw,140.119.166.199,icmp,,13,True,19.91,9,220.128.9.185,30.49
2025-10-13T17:59:09.614082,cht-mobile,universities,nccu.edu.tw,140.119.166.199,icmp,,13,True,19.91,10,*,
2025-10-13T17:59:09.614082,cht-mobile,universities,nccu.edu.tw,140.119.166.199,icmp,,13,True,19.91,11,192.192.61.71,46.12
2025-10-13T17:59:09.614082,cht-mobile,universities,nccu.edu.tw,140.119.166.199,icmp,,13,True,19.91,12,192.192.61.89,33.34
2025-10-13T17:59:09.614082,cht-mobile,universities,nccu.edu.tw,140.119.166.199,icmp,,13,True,19.91,13,140.119.243.6,34.61
2025-10-13T17:59:09.614082,cht-mobile,universities,nccu.edu.tw,140.119.166.199,icmp,,13,True,19.91,14,140.119.166.199,38.91
2025-10-13T17:59:35.712817,cht-mobile,financial_banks,megabank.com.tw,203.66.132.201,icmp,,11,True,19.83,2,10.159.65.141,153.69
2025-10-13T17:59:35.712817,cht-mobile,financial_banks,megabank.com.tw,203.66.132.201,icmp,,11,True,19.83,3,10.159.65.81,40.33
2025-10-13T17:59:35.712817,cht-mobile,financial_banks,megabank.com.tw,203.66.132.201,icmp,,11,True,19.83,4,10.159.67.167,36.41
2025-10-13T17:59:35.712817,cht-mobile,financial_banks,megabank.com.tw,203.66.132.201,icmp,,11,True,19.83,5,10.159.67.177,30.29
2025-10-13T17:59:35.712817,cht-mobile,financial_banks,megabank.com.tw,203.66.132.201,icmp,,11,True,19.83,6,210.65.126.194,25.49
2025-10-13T17:59:35.712817,cht-mobile,financial_banks,megabank.com.tw,203.66.132.201,icmp,,11,True,19.83,7,*,
2025-10-13T17:59:35.712817,cht-mobile,financial_banks,megabank.com.tw,203.66.132.201,icmp,,11,True,19.83,8,*,
2025-10-13T17:59:35.712817,cht-mobile,financial_banks,megabank.com.tw,203.66.132.201,icmp,,11,True,19.83,9,220.128.2.5,84.18
2025-10-13T17:59:35.712817,cht-mobile,financial_banks,megabank.com.tw,203.66.132.201,icmp,,11,True,19.83,10,203.75.188.193,53.6
2025-10-13T17:59:35.712817,cht-mobile,financial_banks,megabank.com.tw,203.66.132.201,icmp,,11,True,19.83,11,210.65.22.37,92.05
2025-10-13T17:59:35.712817,cht-mobile,financial_banks,megabank.com.tw,203.66.132.201,icmp,,11,True,19.83,12,203.66.132.201,78.16
2025-10-13T18:00:28.741970,cht-mobile,financial_banks,tcb-bank.com.tw,203.74.167.1,icmp,,12,False,46.71,2,10.159.65.141,234.03
2025-10-13T18:00:28.741970,cht-mobile,financial_banks,tcb-bank.com.tw,203.74.167.1,icmp,,12,False,46.71,3,10.159.65.85,28.6
2025-10-13T18:00:28.741970,cht-mobile,financial_banks,tcb-bank.com.tw,203.74.167.1,icmp,,12,False,46.71,4,10.159.67.167,26.91
2025-10-13T18:00:28.741970,cht-mobile,financial_banks,tcb-bank.com.tw,203.74.167.1,icmp,,12,False,46.71,5,10.159.67.178,39.17
2025-10-13T18:00:28.741970,cht-mobile,financial_banks,tcb-bank.com.tw,203.74.167.1,icmp,,12,False,46.71,6,210.65.126.198,47.76
2025-10-13T18:00:28.741970,cht-mobile,financial_banks,tcb-bank.com.tw,203.74.167.1,icmp,,12,False,46.71,7,*,
2025-10-13T18:00:28.741970,cht-mobile,financial_banks,tcb-bank.com.tw,203.74.167.1,icmp,,12,False,46.71,8,*,
2025-10-13T18:00:28.741970,cht-mobile,financial_banks,tcb-bank.com.tw,203.74.167.1,icmp,,12,False,46.71,9,220.128.4.177,67.15
2025-10-13T18:00:28.741970,cht-mobile,financial_banks,tcb-bank.com.tw,203.74.167.1,icmp,,12,False,46.71,10,*,
2025-10-13T18:00:28.741970,cht-mobile,financial_banks,tcb-bank.com.tw,203.74.167.1,icmp,,12,False,46.71,11,*,
2025-10-13T18:00:28.741970,cht-mobile,financial_banks,tcb-bank.com.tw,203.74.167.1,icmp,,12,False,46.71,12,*,
2025-10-13T18:00:28.741970,cht-mobile,financial_banks,tcb-bank.com.tw,203.74.167.1,icmp,,12,False,46.71,13,202.39.35.201,116.76
2025-10-13T18:01:03.596260,cht-mobile,financial_banks,firstbank.com.tw,61.67.7.205,icmp,,17,True,31.47,2,10.159.65.141,328.98
2025-10-13T18:01:03.596260,cht-mobile,financial_banks,firstbank.com.tw,61.67.7.205,icmp,,17,True,31.47,3,10.159.65.81,25.36
2025-10-13T18:01:03.596260,cht-mobile,financial_banks,firstbank.com.tw,61.67.7.205,icmp,,17,True,31.47,4,10.159.67.167,35.46
2025-10-13T18:01:03.596260,cht-mobile,financial_banks,firstbank.com.tw,61.67.7.205,icmp,,17,True,31.47,5,10.159.67.178,36.78
2025-10-13T18:01:03.596260,cht-mobile,financial_banks,firstbank.com.tw,61.67.7.205,icmp,,17,True,31.47,6,210.65.126.198,33.48
2025-10-13T18:01:03.596260,cht-mobile,financial_banks,firstbank.com.tw,61.67.7.205,icmp,,17,True,31.47,7,*,
2025-10-13T18:01:03.596260,cht-mobile,financial_banks,firstbank.com.tw,61.67.7.205,icmp,,17,True,31.47,8,*,
2025-10-13T18:01:03.596260,cht-mobile,financial_banks,firstbank.com.tw,61.67.7.205,icmp,,17,True,31.47,9,220.128.2.105,43.88
2025-10-13T18:01:03.596260,cht-mobile,financial_banks,firstbank.com.tw,61.67.7.205,icmp,,17,True,31.47,10,203.75.230.105,40.75
2025-10-13T18:01:03.596260,cht-mobile,financial_banks,firstbank.com.tw,61.67.7.205,icmp,,17,True,31.47,11,192.72.107.53,159.76
2025-10-13T18:01:03.596260,cht-mobile,financial_banks,firstbank.com.tw,61.67.7.205,icmp,,17,True,31.47,12,139.175.59.209,119.91
2025-10-13T18:01:03.596260,cht-mobile,financial_banks,firstbank.com.tw,61.67.7.205,icmp,,17,True,31.47,13,139.175.57.186,61.68
2025-10-13T18:01:03.596260,cht-mobile,financial_banks,firstbank.com.tw,61.67.7.205,icmp,,17,True,31.47,14,192.72.107.190,46.21
2025-10-13T18:01:03.596260,cht-mobile,financial_banks,firstbank.com.tw,61.67.7.205,icmp,,17,True,31.47,15,220.228.20.74,87.18
2025-10-13T18:01:03.596260,cht-mobile,financial_banks,firstbank.com.tw,61.67.7.205,icmp,,17,True,31.47,16,61.67.3.242,188.08
2025-10-13T18:01:03.596260,cht-mobile,financial_banks,firstbank.com.tw,61.67.7.205,icmp,,17,True,31.47,17,*,
2025-10-13T18:01:03.596260,cht-mobile,financial_banks,firstbank.com.tw,61.67.7.205,icmp,,17,True,31.47,18,61.67.7.205,260.22
2025-10-13T18:01:38.520661,cht-mobile,financial_banks,cathaybk.com.tw,218.211.34.82,icmp,,15,True,21.51,2,10.159.65.141,145.88
2025-10-13T18:01:38.520661,cht-mobile,financial_banks,cathaybk.com.tw,218.211.34.82,icmp,,15,True,21.51,3,10.159.65.85,98.49
2025-10-13T18:01:38.520661,cht-mobile,financial_banks,cathaybk.com.tw,218.211.34.82,icmp,,15,True,21.51,4,10.159.67.167,158.28
2025-10-13T18:01:38.520661,cht-mobile,financial_banks,cathaybk.com.tw,218.211.34.82,icmp,,15,True,21.51,5,10.159.67.178,193.27
2025-10-13T18:01:38.520661,cht-mobile,financial_banks,cathaybk.com.tw,218.211.34.82,icmp,,15,True,21.51,6,210.65.126.198,105.81
2025-10-13T18:01:38.520661,cht-mobile,financial_banks,cathaybk.com.tw,218.211.34.82,icmp,,15,True,21.51,7,*,
2025-10-13T18:01:38.520661,cht-mobile,financial_banks,cathaybk.com.tw,218.211.34.82,icmp,,15,True,21.51,8,*,
2025-10-13T18:01:38.520661,cht-mobile,financial_banks,cathaybk.com.tw,218.211.34.82,icmp,,15,True,21.51,9,220.128.2.125,91.74
2025-10-13T18:01:38.520661,cht-mobile,financial_banks,cathaybk.com.tw,218.211.34.82,icmp,,15,True,21.51,10,203.75.230.105,108.22
2025-10-13T18:01:38.520661,cht-mobile,financial_banks,cathaybk.com.tw,218.211.34.82,icmp,,15,True,21.51,11,192.72.107.53,35.52
2025-10-13T18:01:38.520661,cht-mobile,financial_banks,cathaybk.com.tw,218.211.34.82,icmp,,15,True,21.51,12,139.175.59.209,55.86
2025-10-13T18:01:38.520661,cht-mobile,financial_banks,cathaybk.com.tw,218.211.34.82,icmp,,15,True,21.51,13,139.175.58.146,40.08
2025-10-13T18:01:38.520661,cht-mobile,financial_banks,cathaybk.com.tw,218.211.34.82,icmp,,15,True,21.51,14,192.72.216.70,38.29
2025-10-13T18:01:38.520661,cht-mobile,financial_banks,cathaybk.com.tw,218.211.34.82,icmp,,15,True,21.51,15,220.228.20.150,39.67
2025-10-13T18:01:38.520661,cht-mobile,financial_banks,cathaybk.com.tw,218.211.34.82,icmp,,15,True,21.51,16,218.211.34.82,37.77
2025-10-13T18:04:04.105722,cht-mobile,financial_banks,esunbank.com.tw,61.222.116.238,icmp,,10,True,19.18,2,10.159.65.141,157.16
2025-10-13T18:04:04.105722,cht-mobile,financial_banks,esunbank.com.tw,61.222.116.238,icmp,,10,True,19.18,3,10.159.65.85,28.33
2025-10-13T18:04:04.105722,cht-mobile,financial_banks,esunbank.com.tw,61.222.116.238,icmp,,10,True,19.18,4,10.159.67.167,26.76
2025-10-13T18:04:04.105722,cht-mobile,financial_banks,esunbank.com.tw,61.222.116.238,icmp,,10,True,19.18,5,10.159.67.178,24.86
2025-10-13T18:04:04.105722,cht-mobile,financial_banks,esunbank.com.tw,61.222.116.238,icmp,,10,True,19.18,6,210.65.126.198,29.9
2025-10-13T18:04:04.105722,cht-mobile,financial_banks,esunbank.com.tw,61.222.116.238,icmp,,10,True,19.18,7,*,
2025-10-13T18:04:04.105722,cht-mobile,financial_banks,esunbank.com.tw,61.222.116.238,icmp,,10,True,19.18,8,*,
2025-10-13T18:04:04.105722,cht-mobile,financial_banks,esunbank.com.tw,61.222.116.238,icmp,,10,True,19.18,9,220.128.2.225,33.4
2025-10-13T18:04:04.105722,cht-mobile,financial_banks,esunbank.com.tw,61.222.116.238,icmp,,10,True,19.18,10,203.75.188.181,33.02
2025-10-13T18:04:04.105722,cht-mobile,financial_banks,esunbank.com.tw,61.222.116.238,icmp,,10,True,19.18,11,61.222.116.238,43.52
2025-10-13T18:10:57.109266,cht-mobile,ecommerce_tech,pchome.com.tw,34.110.144.106,icmp,,9,True,22.82,2,10.159.65.141,245.23
2025-10-13T18:10:57.109266,cht-mobile,ecommerce_tech,pchome.com.tw,34.110.144.106,icmp,,9,True,22.82,3,10.159.65.81,40.7
2025-10-13T18:10:57.109266,cht-mobile,ecommerce_tech,pchome.com.tw,34.110.144.106,icmp,,9,True,22.82,4,10.159.67.167,108.56
2025-10-13T18:10:57.109266,cht-mobile,ecommerce_tech,pchome.com.tw,34.110.144.106,icmp,,9,True,22.82,5,10.159.67.178,69.73
2025-10-13T18:10:57.109266,cht-mobile,ecommerce_tech,pchome.com.tw,34.110.144.106,icmp,,9,True,22.82,6,210.65.126.198,37.1
2025-10-13T18:10:57.109266,cht-mobile,ecommerce_tech,pchome.com.tw,34.110.144.106,icmp,,9,True,22.82,7,*,
2025-10-13T18:10:57.109266,cht-mobile,ecommerce_tech,pchome.com.tw,34.110.144.106,icmp,,9,True,22.82,8,*,
2025-10-13T18:10:57.109266,cht-mobile,ecommerce_tech,pchome.com.tw,34.110.144.106,icmp,,9,True,22.82,9,220.128.13.189,59.11
2025-10-13T18:10:57.109266,cht-mobile,ecommerce_tech,pchome.com.tw,34.110.144.106,icmp,,9,True,22.82,10,34.110.144.106,28.72
2025-10-13T18:11:19.682400,cht-mobile,ecommerce_tech,24h.pchome.com.tw,34.149.253.14,icmp,,12,True,19.47,2,10.159.65.141,158.37
2025-10-13T18:11:19.682400,cht-mobile,ecommerce_tech,24h.pchome.com.tw,34.149.253.14,icmp,,12,True,19.47,3,10.159.65.81,29.72
2025-10-13T18:11:19.682400,cht-mobile,ecommerce_tech,24h.pchome.com.tw,34.149.253.14,icmp,,12,True,19.47,4,10.159.67.167,33.53
2025-10-13T18:11:19.682400,cht-mobile,ecommerce_tech,24h.pchome.com.tw,34.149.253.14,icmp,,12,True,19.47,5,10.159.67.177,36.94
2025-10-13T18:11:19.682400,cht-mobile,ecommerce_tech,24h.pchome.com.tw,34.149.253.14,icmp,,12,True,19.47,6,210.65.126.194,31.8
2025-10-13T18:11:19.682400,cht-mobile,ecommerce_tech,24h.pchome.com.tw,34.149.253.14,icmp,,12,True,19.47,7,*,
2025-10-13T18:11:19.682400,cht-mobile,ecommerce_tech,24h.pchome.com.tw,34.149.253.14,icmp,,12,True,19.47,8,*,
2025-10-13T18:11:19.682400,cht-mobile,ecommerce_tech,24h.pchome.com.tw,34.149.253.14,icmp,,12,True,19.47,9,220.128.12.57,46.15
2025-10-13T18:11:19.682400,cht-mobile,ecommerce_tech,24h.pchome.com.tw,34.149.253.14,icmp,,12,True,19.47,10,72.14.202.34,33.86
2025-10-13T18:11:19.682400,cht-mobile,ecommerce_tech,24h.pchome.com.tw,34.149.253.14,icmp,,12,True,19.47,11,192.178.108.145,28.95
2025-10-13T18:11:19.682400,cht-mobile,ecommerce_tech,24h.pchome.com.tw,34.149.253.14,icmp,,12,True,19.47,12,142.251.77.85,38.64
2025-10-13T18:11:19.682400,cht-mobile,ecommerce_tech,24h.pchome.com.tw,34.149.253.14,icmp,,12,True,19.47,13,34.149.253.14,33.18
2025-10-13T18:11:48.797469,cht-mobile,ecommerce_tech,momoshop.com.tw,219.87.1.142,icmp,,17,True,26.01,2,10.159.65.141,152.36
2025-10-13T18:11:48.797469,cht-mobile,ecommerce_tech,momoshop.com.tw,219.87.1.142,icmp,,17,True,26.01,3,10.159.65.85,33.18
2025-10-13T18:11:48.797469,cht-mobile,ecommerce_tech,momoshop.com.tw,219.87.1.142,icmp,,17,True,26.01,4,10.159.67.167,22.6
2025-10-13T18:11:48.797469,cht-mobile,ecommerce_tech,momoshop.com.tw,219.87.1.142,icmp,,17,True,26.01,5,10.159.67.177,29.91
2025-10-13T18:11:48.797469,cht-mobile,ecommerce_tech,momoshop.com.tw,219.87.1.142,icmp,,17,True,26.01,6,*,
2025-10-13T18:11:48.797469,cht-mobile,ecommerce_tech,momoshop.com.tw,219.87.1.142,icmp,,17,True,26.01,7,*,
2025-10-13T18:11:48.797469,cht-mobile,ecommerce_tech,momoshop.com.tw,219.87.1.142,icmp,,17,True,26.01,8,*,
2025-10-13T18:11:48.797469,cht-mobile,ecommerce_tech,momoshop.com.tw,219.87.1.142,icmp,,17,True,26.01,9,220.128.2.93,44.09
2025-10-13T18:11:48.797469,cht-mobile,ecommerce_tech,momoshop.com.tw,219.87.1.142,icmp,,17,True,26.01,10,220.128.1.125,49.73
2025-10-13T18:11:48.797469,cht-mobile,ecommerce_tech,momoshop.com.tw,219.87.1.142,icmp,,17,True,26.01,11,203.75.230.109,35.5
2025-10-13T18:11:48.797469,cht-mobile,ecommerce_tech,momoshop.com.tw,219.87.1.142,icmp,,17,True,26.01,12,60.199.3.57,55.43
2025-10-13T18:11:48.797469,cht-mobile,ecommerce_tech,momoshop.com.tw,219.87.1.142,icmp,,17,True,26.01,13,60.199.6.98,40.09
2025-10-13T18:11:48.797469,cht-mobile,ecommerce_tech,momoshop.com.tw,219.87.1.142,icmp,,17,True,26.01,14,60.199.82.13,44.02
2025-10-13T18:11:48.797469,cht-mobile,ecommerce_tech,momoshop.com.tw,219.87.1.142,icmp,,17,True,26.01,15,60.199.3.194,32.61
2025-10-13T18:11:48.797469,cht-mobile,ecommerce_tech,momoshop.com.tw,219.87.1.142,icmp,,17,True,26.01,16,60.199.16.109,30.53
2025-10-13T18:11:48.797469,cht-mobile,ecommerce_tech,momoshop.com.tw,219.87.1.142,icmp,,17,True,26.01,17,60.199.5.130,30.56
2025-10-13T18:11:48.797469,cht-mobile,ecommerce_tech,momoshop.com.tw,219.87.1.142,icmp,,17,True,26.01,18,219.87.1.142,38.74
2025-10-13T18:12:48.013223,cht-mobile,ecommerce_tech,shopee.tw,103.127.231.0,icmp,,19,True,56.12,2,10.159.65.141,217.95
2025-10-13T18:12:48.013223,cht-mobile,ecommerce_tech,shopee.tw,103.127.231.0,icmp,,19,True,56.12,3,10.159.65.85,34.16
2025-10-13T18:12:48.013223,cht-mobile,ecommerce_tech,shopee.tw,103.127.231.0,icmp,,19,True,56.12,4,10.159.67.167,25.65
2025-10-13T18:12:48.013223,cht-mobile,ecommerce_tech,shopee.tw,103.127.231.0,icmp,,19,True,56.12,5,10.159.67.177,23.59
2025-10-13T18:12:48.013223,cht-mobile,ecommerce_tech,shopee.tw,103.127.231.0,icmp,,19,True,56.12,6,210.65.126.194,40.1
2025-10-13T18:12:48.013223,cht-mobile,ecommerce_tech,shopee.tw,103.127.231.0,icmp,,19,True,56.12,7,*,
2025-10-13T18:12:48.013223,cht-mobile,ecommerce_tech,shopee.tw,103.127.231.0,icmp,,19,True,56.12,8,*,
2025-10-13T18:12:48.013223,cht-mobile,ecommerce_tech,shopee.tw,103.127.231.0,icmp,,19,True,56.12,9,220.128.3.69,37.83
2025-10-13T18:12:48.013223,cht-mobile,ecommerce_tech,shopee.tw,103.127.231.0,icmp,,19,True,56.12,10,220.128.1.105,30.12
2025-10-13T18:12:48.013223,cht-mobile,ecommerce_tech,shopee.tw,103.127.231.0,icmp,,19,True,56.12,11,210.242.214.97,33.95
2025-10-13T18:12:48.013223,cht-mobile,ecommerce_tech,shopee.tw,103.127.231.0,icmp,,19,True,56.12,12,60.199.18.229,29.18
2025-10-13T18:12:48.013223,cht-mobile,ecommerce_tech,shopee.tw,103.127.231.0,icmp,,19,True,56.12,13,60.199.6.98,34.91
2025-10-13T18:12:48.013223,cht-mobile,ecommerce_tech,shopee.tw,103.127.231.0,icmp,,19,True,56.12,14,60.199.47.206,33.98
2025-10-13T18:12:48.013223,cht-mobile,ecommerce_tech,shopee.tw,103.127.231.0,icmp,,19,True,56.12,15,219.80.240.66,37.48
2025-10-13T18:12:48.013223,cht-mobile,ecommerce_tech,shopee.tw,103.127.231.0,icmp,,19,True,56.12,16,*,
2025-10-13T18:12:48.013223,cht-mobile,ecommerce_tech,shopee.tw,103.127.231.0,icmp,,19,True,56.12,17,*,
2025-10-13T18:12:48.013223,cht-mobile,ecommerce_tech,shopee.tw,103.127.231.0,icmp,,19,True,56.12,18,*,
2025-10-13T18:12:48.013223,cht-mobile,ecommerce_tech,shopee.tw,103.127.231.0,icmp,,19,True,56.12,19,*,
2025-10-13T18:12:48.013223,cht-mobile,ecommerce_tech,shopee.tw,103.127.231.0,icmp,,19,True,56.12,20,103.127.231.0,101.56
2025-10-13T18:12:52.278215,cht-mobile,ecommerce_tech,ruten.com.tw,104.18.11.27,icmp,,7,True,1.11,2,10.159.65.141,191.89
2025-10-13T18:12:52.278215,cht-mobile,ecommerce_tech,ruten.com.tw,104.18.11.27,icmp,,7,True,1.11,3,10.159.65.81,25.93
2025-10-13T18:12:52.278215,cht-mobile,ecommerce_tech,ruten.com.tw,104.18.11.27,icmp,,7,True,1.11,4,10.159.67.167,38.83
2025-10-13T18:12:52.278215,cht-mobile,ecommerce_tech,ruten.com.tw,104.18.11.27,icmp,,7,True,1.11,5,10.159.67.178,27.03
2025-10-13T18:12:52.278215,cht-mobile,ecommerce_tech,ruten.com.tw,104.18.11.27,icmp,,7,True,1.11,6,210.65.126.198,20.99
2025-10-13T18:12:52.278215,cht-mobile,ecommerce_tech,ruten.com.tw,104.18.11.27,icmp,,7,True,1.11,7,203.69.105.153,23.61
2025-10-13T18:12:52.278215,cht-mobile,ecommerce_tech,ruten.com.tw,104.18.11.27,icmp,,7,True,1.11,8,104.18.11.27,31.28
2025-10-13T18:15:00.141699,cht-mobile,ecommerce_tech,104.com.tw,104.18.9.226,icmp,,7,True,1.53,2,10.159.65.141,186.45
2025-10-13T18:15:00.141699,cht-mobile,ecommerce_tech,104.com.tw,104.18.9.226,icmp,,7,True,1.53,3,10.159.65.85,28.12
2025-10-13T18:15:00.141699,cht-mobile,ecommerce_tech,104.com.tw,104.18.9.226,icmp,,7,True,1.53,4,10.159.67.167,30.06
2025-10-13T18:15:00.141699,cht-mobile,ecommerce_tech,104.com.tw,104.18.9.226,icmp,,7,True,1.53,5,10.159.67.177,33.79
2025-10-13T18:15:00.141699,cht-mobile,ecommerce_tech,104.com.tw,104.18.9.226,icmp,,7,True,1.53,6,210.65.126.194,84.58
2025-10-13T18:15:00.141699,cht-mobile,ecommerce_tech,104.com.tw,104.18.9.226,icmp,,7,True,1.53,7,203.69.105.145,91.57
2025-10-13T18:15:00.141699,cht-mobile,ecommerce_tech,104.com.tw,104.18.9.226,icmp,,7,True,1.53,8,104.18.9.226,42.42
2025-10-13T18:18:53.288455,cht-mobile,ecommerce_tech,yes123.com.tw,168.63.250.12,icmp,,22,True,106.89,2,10.159.65.141,98.95
2025-10-13T18:18:53.288455,cht-mobile,ecommerce_tech,yes123.com.tw,168.63.250.12,icmp,,22,True,106.89,3,10.159.65.85,39.07
2025-10-13T18:18:53.288455,cht-mobile,ecommerce_tech,yes123.com.tw,168.63.250.12,icmp,,22,True,106.89,4,10.159.67.167,49.37
2025-10-13T18:18:53.288455,cht-mobile,ecommerce_tech,yes123.com.tw,168.63.250.12,icmp,,22,True,106.89,5,10.159.67.178,28.2
2025-10-13T18:18:53.288455,cht-mobile,ecommerce_tech,yes123.com.tw,168.63.250.12,icmp,,22,True,106.89,6,210.65.126.198,27.73
2025-10-13T18:18:53.288455,cht-mobile,ecommerce_tech,yes123.com.tw,168.63.250.12,icmp,,22,True,106.89,7,*,
2025-10-13T18:18:53.288455,cht-mobile,ecommerce_tech,yes123.com.tw,168.63.250.12,icmp,,22,True,106.89,8,*,
2025-10-13T18:18:53.288455,cht-mobile,ecommerce_tech,yes123.com.tw,168.63.250.12,icmp,,22,True,106.89,9,220.128.1.157,39.14
2025-10-13T18:18:53.288455,cht-mobile,ecommerce_tech,yes123.com.tw,168.63.250.12,icmp,,22,True,106.89,10,203.75.72.9,95.92
2025-10-13T18:18:53.288455,cht-mobile,ecommerce_tech,yes123.com.tw,168.63.250.12,icmp,,22,True,106.89,11,203.75.250.129,50.35
2025-10-13T18:18:53.288455,cht-mobile,ecommerce_tech,yes123.com.tw,168.63.250.12,icmp,,22,True,106.89,12,104.44.51.222,30.25
2025-10-13T18:18:53.288455,cht-mobile,ecommerce_tech,yes123.com.tw,168.63.250.12,icmp,,22,True,106.89,13,*,
2025-10-13T18:18:53.288455,cht-mobile,ecommerce_tech,yes123.com.tw,168.63.250.12,icmp,,22,True,106.89,14,*,
2025-10-13T18:18:53.288455,cht-mobile,ecommerce_tech,yes123.com.tw,168.63.250.12,icmp,,22,True,106.89,15,*,
2025-10-13T18:18:53.288455,cht-mobile,ecommerce_tech,yes123.com.tw,168.63.250.12,icmp,,22,True,106.89,16,*,
2025-10-13T18:18:53.288455,cht-mobile,ecommerce_tech,yes123.com.tw,168.63.250.12,icmp,,22,True,106.89,17,13.106.238.145,93.97
2025-10-13T18:18:53.288455,cht-mobile,ecommerce_tech,yes123.com.tw,168.63.250.12,icmp,,22,True,106.89,18,*,
2025-10-13T18:18:53.288455,cht-mobile,ecommerce_tech,yes123.com.tw,168.63.250.12,icmp,,22,True,106.89,19,*,
2025-10-13T18:18:53.288455,cht-mobile,ecommerce_tech,yes123.com.tw,168.63.250.12,icmp,,22,True,106.89,20,*,
